City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
701,Ostersund,SE,63.1792,14.6357,36.05,100,20,5.01,few clouds
702,Sovetskiy,RU,61.3614,63.5842,30.81,75,71,12.75,broken clouds
703,Usakos,NA,-22.0,15.6,74.05,29,51,1.05,broken clouds
704,Adra,ES,36.7496,-3.0206,76.39,65,63,5.21,broken clouds
705,Nishihara,JP,26.1842,127.7558,83.48,67,75,24.16,broken clouds
706,Kommunar,RU,59.6206,30.39,40.55,96,100,4.32,overcast clouds
707,Matay,EG,28.419,30.7792,67.48,75,0,10.49,clear sky
708,Shawnee,US,39.05,-95.7669,62.85,55,87,1.01,overcast clouds
709,Alamor,EC,-4.0181,-80.0197,61.2,72,100,2.06,overcast clouds
710,Sungaipenuh,ID,-2.0833,101.3833,76.44,68,100,3.67,overcast clouds
711,Eenhana,NA,-17.4667,16.3333,72.19,38,55,4.41,broken clouds
712,Venado Tuerto,AR,-33.7456,-61.9688,62.76,72,1,8.41,clear sky
